Kundo-min-ran-eui-si-dae	Well Go USA	Action
Tiger-and-Bunny-the-Movie-The-Rising	Eleven Arts	Action
Jigoku-de-naze-warui	Drafthouse Films	Action
Guardian-Angel	Richmond Media En…	Action
Falcon-Rising	Freestyle Releasing	Action
Bing-Fung-Chung-Sang-Chi-Mun	Well Go USA	Action
Autoreiji-Biyondo	Magnolia Pictures	Action
Raze	IFC Midnight	Action
Black-Out	Music Box Films	Action
Revenge-of-the-Green-Dragons	A24	Action
Tom-yum-goong-2	Magnet Pictures	Action
Arme-Riddere	Doppelganger Rele…	Action
Jurassic-World	Universal	Action
Avengers-Age-of-Ultron	Walt Disney	Action
Furious-7	Universal	Action
Spectre	Sony Pictures	Action
Mission-Impossible-Rogue-Nation	Paramount Pictures	Action
Ant-Man	Walt Disney	Action
Mad-Max-Fury-Road	Warner Bros.	Action
Divergent-Series-Insurgent-The	Lionsgate	Action
Kingsman-The-Secret-Service	20th Century Fox	Action
Terminator-Genisys	Paramount Pictures	Action
Taken-3	20th Century Fox	Action
Maze-Runner-The-Scorch-Trials	20th Century Fox	Action
Fantastic-Four-(2015)	20th Century Fox	Action
Jupiter-Ascending	Warner Bros.	Action
Man-From-U-N-C-L-E-The	Warner Bros.	Action
Chappie	Sony Pictures	Action
Last-Witch-Hunter-The	Lionsgate	Action
Run-All-Night	Warner Bros.	Action
Hitman-Agent-47	20th Century Fox	Action
Transporter-Refueled-The	EuropaCorp	Action
Point-Break-(Remake)	Warner Bros.	Action
Bajrangi-Bhaijaan	Eros Entertainment	Action
Doragon-boru-Z-Fukkastsu-no-F	FUNimation	Action
Mortdecai	Lionsgate	Action
Baahubali-The-Beginning-(India)	Bluesky Cinemas	Action
Beyond-the-Mask	Gathr Films	Action
Veteran-(Korea)	CJ Entertainment	Action
Lao-pao-er	China Lion Film D…	Action
Singh-Is-Bliing	Eros Entertainment	Action
Brothers-(India)	Fox International	Action
Phantom-(India)	UTV Communications	Action
Last-Naruto-the-Movie-The-(Japan)	Eleven Arts	Action
Maze-Runner-The	20th Century Fox	Action
Gabbar-is-Back	Eros Entertainment	Action
Boruto-Naruto-the-Movie-(Japan)	Eleven Arts	Action
Shingeki-no-kyojin	FUNimation	Action
Shingeki-no-kyojin-endo-obu-za-warudo	FUNimation	Action
Tevar	Eros Entertainment	Action
Heneral-Luna	Abramorama Films	Action
Equalizer-The	Sony Pictures	Action
Zhong-Kui-fu-mo-Xue-yao-mo-ling-(China)-(2015)	Well Go USA	Action
Yi-ge-ren-de-wu-lin-(China)-(2015)	Well Go USA	Action
Guardians-of-the-Galaxy	Walt Disney	Action
John-Wick	Lionsgate	Action
Memories-of-the-Sword-(Korea)	Well Go USA	Action
Kokaku-Kidotai-(2015)	FUNimation	Action
Jie-jiu-wu-xian-sheng-(China)-(2015)	Dada Films	Action
Tian-jiang-xiong-shi	Lionsgate	Action
Bou-Chau-Mai-Sing-(Hong-Kong)	Well Go USA	Action
Americons	Archstone Enterta…	Action
Big-Game	EuropaCorp	Action
Challenger-The	Freestyle Releasing	Action
Jigoku-de-naze-warui	Drafthouse Films	Action
Dead-Lands-The	Magnolia Pictures	Action
Wild-Card	Lionsgate	Action
Tracers	Lionsgate	Action
Everly	RADiUS-TWC	Action
Son-of-a-Gun	A24	Action
Skin-Trade	Magnolia Pictures	Action
